chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr7	141511559	141512527	53.3	1.2	1.273e-03	8.781e-03
chr1	180912052	180913016	25.2	1.7	1.202e-03	8.818e-03
chr8	96493829	96494341	11.4	3.9	2.694e-04	8.818e-03
chr19	49920454	49922652	248	-0.5	1.344e-03	8.914e-03
chr19	51393720	51395688	466.8	-0.4	1.430e-03	8.920e-03
chr3	38649024	38650292	125.8	0.8	1.415e-03	8.922e-03
chr3	19146321	19148731	451.9	0.4	1.439e-03	8.964e-03
chr5	52799094	52802121	1083.9	-0.3	4.387e-04	8.991e-03
chr15	74889627	74890928	697	-0.4	2.510e-04	9.029e-03
chr1	46533028	46533450	14.1	2.9	4.271e-04	9.066e-03
chr19	1236981	1238618	202.7	0.6	1.458e-03	9.066e-03
chr20	3888074	3893014	1937.4	-0.2	1.026e-03	9.071e-03
chr16	90018554	90020253	372.7	0.4	1.363e-03	9.071e-03
chrUn_GL000216v2	170581	171191	30.4	1.5	1.324e-03	9.075e-03
chr15	75346445	75349211	1224.9	-0.2	8.092e-04	9.083e-03
chr1	234604514	234613281	2705.7	0.2	1.056e-03	9.096e-03
chr17	44969907	44970987	220.3	0.5	1.398e-03	9.096e-03
chr12	27969104	27971002	314.7	0.5	1.380e-03	9.163e-03
chr11	66457947	66458696	25.9	1.8	8.842e-04	9.172e-03
chr7	149771243	149774010	340.4	0.5	1.484e-03	9.186e-03
chr22	39349151	39350956	407	0.4	1.481e-03	9.198e-03
chr16	50273959	50275447	428.3	-0.4	1.375e-03	9.202e-03
chr19	1205107	1208402	1560	-0.2	1.076e-03	9.234e-03
chr8	134830226	134833484	1658.1	-0.2	1.072e-03	9.248e-03
chr2	120307627	120309208	86	-0.9	1.489e-03	9.299e-03
chr2	237690882	237695667	2074.5	-0.2	1.660e-03	9.337e-03
chr11	102316112	102322310	2202.7	-0.2	1.090e-03	9.337e-03
chr17	7930972	7933853	1400.3	-0.2	4.606e-04	9.342e-03
chr5	119333124	119335728	181.2	0.6	1.515e-03	9.342e-03
chr14	81435690	81436183	14.9	2.8	4.476e-04	9.414e-03
chr19	44945788	44947526	148.8	-0.7	1.486e-03	9.420e-03
chr4	18019990	18023026	1191.3	-0.2	8.514e-04	9.478e-03
chr10	79444334	79446438	253.3	0.5	1.439e-03	9.481e-03
chr19	42283077	42286369	693.8	-0.3	7.065e-04	9.481e-03
chr5	138330596	138332667	729.1	-0.3	4.861e-04	9.517e-03
chr1	25543302	25544661	426.5	0.4	1.566e-03	9.617e-03
chr16	81650933	81653624	355.6	0.4	1.611e-03	9.617e-03
chr11	74397500	74399398	760.7	0.3	7.182e-04	9.620e-03
chr11	65111492	65113661	824.8	-0.3	4.936e-04	9.646e-03
chr1	213987063	213990774	1177.2	-0.3	4.786e-04	9.657e-03
chr14	52314187	52315327	30.6	1.5	1.691e-03	9.666e-03
chr8	65948732	65952277	595.7	-0.4	9.154e-04	9.674e-03
chr16	89093237	89101000	2703.6	-0.2	1.113e-03	9.690e-03
chr21	41874613	41880361	1063.8	-0.3	5.044e-04	9.757e-03
chr7	121136001	121139251	715.1	0.4	7.257e-04	9.761e-03
chr15	31345225	31346120	54.8	-1.1	1.614e-03	9.775e-03
chr17	42072279	42072933	44.1	1.2	1.554e-03	9.775e-03
chr17	61399004	61399560	15.8	2.6	3.893e-04	9.775e-03
chr7	90154091	90154924	88.6	0.9	1.395e-03	9.776e-03
chr2	65600855	65602056	110.7	-0.8	1.117e-03	9.788e-03
chr15	82708870	82710622	513.1	0.4	8.077e-04	9.800e-03
chr10	80468147	80469113	46.6	-1.2	1.600e-03	9.812e-03
chrX	2498126	2501490	887.8	-0.3	4.894e-04	9.814e-03
chr19	40714483	40719766	1765.4	-0.2	1.160e-03	9.888e-03
chr17	41770653	41772317	308.1	-0.5	1.520e-03	9.914e-03
chr4	38662886	38664972	572.5	0.4	9.575e-04	9.973e-03
chr16	56643034	56643914	80.2	0.9	1.269e-03	9.992e-03
chr1	152188671	152189910	211.6	0.6	1.654e-03	1.005e-02
chr17	75345766	75347583	191.7	-0.6	1.672e-03	1.016e-02
chr17	28901087	28903525	793.8	-0.3	5.255e-04	1.017e-02
chr10	78973220	78973750	46.5	1.2	1.675e-03	1.022e-02
chr13	19957122	19960737	1672.6	-0.2	1.206e-03	1.022e-02
chr3	128497227	128498251	170.5	0.6	1.612e-03	1.026e-02
chr4	82427693	82431828	1769.9	0.2	1.213e-03	1.026e-02
chr9	133120482	133121871	217.4	0.5	1.617e-03	1.028e-02
chr17	49851161	49852012	69.2	1	1.651e-03	1.029e-02
chr18	58397107	58397886	22.5	-1.9	1.015e-03	1.029e-02
chr17	42682308	42683072	28.3	1.6	1.698e-03	1.033e-02
chr14	105411054	105411496	30.7	1.5	1.667e-03	1.038e-02
chr10	102408590	102409516	38.9	1.3	1.841e-03	1.038e-02
chr16	12321868	12322372	29.3	-1.5	1.848e-03	1.041e-02
chr2	183078181	183079502	322.3	0.4	1.724e-03	1.041e-02
chr1	17436827	17441302	1683.7	0.2	1.215e-03	1.042e-02
chr17	76867865	76869027	88.5	0.9	1.507e-03	1.044e-02
chr5	78497672	78499744	259.5	-0.5	1.740e-03	1.049e-02
chr9	137300935	137302926	187.4	0.6	1.739e-03	1.052e-02
chr11	69051310	69053497	203.5	-0.6	1.644e-03	1.053e-02
chr5	177515312	177517838	1490.4	-0.2	1.261e-03	1.054e-02
chr19	56066519	56067025	33.3	1.4	1.594e-03	1.059e-02
chr12	54173133	54173762	45.9	1.3	1.362e-03	1.061e-02
chr6	12289647	12290651	35.7	1.4	1.599e-03	1.061e-02
chr2	127422867	127423737	27.4	1.6	1.716e-03	1.062e-02
chr21	44845642	44846205	34.9	1.4	1.603e-03	1.063e-02
chr17	79074777	79075815	182.8	0.6	1.696e-03	1.068e-02
chrX	71492285	71493311	99.6	0.8	1.375e-03	1.068e-02
chr17	30821990	30825850	859.4	-0.3	5.600e-04	1.070e-02
chr7	84192506	84195483	365.6	-0.4	1.791e-03	1.074e-02
chr17	7439486	7441052	204	-0.6	1.673e-03	1.074e-02
chr2	177653011	177654392	44.9	-1.3	1.633e-03	1.080e-02
chr6	26155650	26160500	1700.2	-0.2	1.294e-03	1.085e-02
chr4	54227719	54228304	19.9	1.9	1.544e-03	1.086e-02
chr17	28597581	28600345	1153.4	-0.2	1.012e-03	1.086e-02
chr1	2228203	2229795	140.8	0.7	1.415e-03	1.095e-02
chr12	121350126	121353178	1133.2	-0.3	8.382e-04	1.096e-02
chr18	58438441	58439171	38.3	1.3	1.665e-03	1.098e-02
chr11	1388653	1389812	59.7	1.1	1.833e-03	1.101e-02
chr4	184646786	184650769	1504.6	-0.2	1.330e-03	1.102e-02
chr3	27632518	27633510	104.3	0.8	1.827e-03	1.102e-02
chr20	57398258	57400472	181.1	-0.6	1.729e-03	1.104e-02
chr1	161258371	161259825	398	-0.4	1.849e-03	1.106e-02
chr6	73585559	73586984	64.2	1	1.434e-03	1.106e-02
chr4	108162321	108169614	2838.1	-0.2	1.339e-03	1.107e-02
chr1	28147218	28148472	177.3	-0.6	1.754e-03	1.109e-02
chr1	31412746	31414193	363.4	0.4	1.722e-03	1.109e-02
chr17	82646678	82649352	1140	-0.3	5.873e-04	1.112e-02
chr1	157993256	157994221	27.3	1.6	1.852e-03	1.115e-02
chr2	24009791	24010392	20.4	2.1	7.772e-04	1.121e-02
chr1	109546529	109549733	1159.9	-0.2	8.688e-04	1.129e-02
chr1	228139201	228142247	1274.6	-0.2	8.692e-04	1.129e-02
chr2	206442939	206444270	128.3	0.7	1.661e-03	1.131e-02
chr16	67415904	67416704	91.8	0.8	1.854e-03	1.132e-02
chr17	57954742	57955913	71	1	1.856e-03	1.132e-02
chr19	28630562	28633196	246	-0.5	1.906e-03	1.134e-02
chr1	205504240	205505611	266.3	0.5	1.918e-03	1.136e-02
chr1	85580376	85581614	201.9	0.6	1.806e-03	1.136e-02
chr19	17526488	17527977	139.3	-0.7	1.898e-03	1.136e-02
chr12	122003731	122006880	510.6	-0.4	1.113e-03	1.144e-02
chr2	230411093	230412601	564.1	0.4	9.740e-04	1.145e-02
chr22	46613378	46615056	258.4	0.5	1.813e-03	1.147e-02
chrX	40013081	40015462	244.5	0.5	1.943e-03	1.147e-02
chr18	13566516	13567831	267.6	-0.5	1.857e-03	1.150e-02
chr2	37342664	37346454	920.8	-0.3	8.916e-04	1.151e-02
chr4	164976660	164978157	450	-0.4	2.012e-03	1.153e-02
chr17	44197974	44201199	1125.9	-0.3	5.604e-04	1.155e-02
chr22	18970481	18970978	28.8	1.7	1.933e-03	1.155e-02
chr8	95089653	95091825	711	-0.4	8.948e-04	1.159e-02
chr5	67193990	67197423	549.6	-0.7	1.155e-03	1.164e-02
chr7	81768529	81770614	215.8	-0.6	1.850e-03	1.166e-02
chr19	16001546	16002439	51.6	1.1	1.927e-03	1.166e-02
chr5	55172443	55173988	177.9	0.6	1.997e-03	1.173e-02
chr5	115179837	115180775	74.7	1	1.813e-03	1.175e-02
chr5	139709014	139712203	386.7	0.4	2.010e-03	1.180e-02
chr2	6338599	6343264	688.9	-0.6	9.252e-04	1.185e-02
chr11	33869085	33870602	62.7	1	1.964e-03	1.186e-02
chr17	28384170	28385375	177.5	0.6	1.929e-03	1.187e-02
chr5	140631979	140633361	152.6	0.7	1.413e-03	1.189e-02
chr3	197656726	197658296	147.1	-0.7	1.417e-03	1.191e-02
chr9	130040012	130044002	1291.1	-0.2	1.125e-03	1.191e-02
chr2	218367401	218368579	191.7	0.6	2.040e-03	1.194e-02
chr8	59114948	59120672	2652	-0.2	2.244e-03	1.196e-02
chr20	1185084	1186019	47.2	1.2	1.853e-03	1.196e-02
chr5	77086152	77088190	651.5	0.3	9.383e-04	1.197e-02
chr1	18955678	18957372	113.5	0.8	1.429e-03	1.199e-02
chr1	235325308	235331326	2420	-0.2	1.479e-03	1.199e-02
chr22	46267447	46268535	145.2	0.7	1.789e-03	1.199e-02
chr6	44176829	44177431	30.6	1.5	2.046e-03	1.201e-02
chr5	40678151	40683974	2524.4	-0.2	1.482e-03	1.210e-02
chr7	27235211	27236303	244.2	0.5	1.956e-03	1.212e-02
chr11	34357205	34359427	319.8	0.4	1.955e-03	1.220e-02
chr21	43352953	43354842	390.4	-0.4	1.941e-03	1.224e-02
chr21	36005108	36006593	129.5	0.7	1.625e-03	1.225e-02
chr5	10441075	10442434	251.7	0.5	1.981e-03	1.225e-02
chr1	212671330	212671746	11.6	3.4	4.019e-04	1.225e-02
chr6	166253186	166254176	33.5	1.4	2.085e-03	1.228e-02
chr17	81902262	81902837	16	2.5	6.073e-04	1.229e-02
chr4	154416374	154417169	38.8	1.3	2.090e-03	1.230e-02
chr5	139667661	139670395	801.3	-0.3	6.386e-04	1.232e-02
chr3	127629151	127630969	267.2	0.5	2.000e-03	1.234e-02
chr1	75136158	75136814	25.3	1.7	1.274e-03	1.237e-02
chr22	29414761	29415724	168.2	0.6	1.991e-03	1.237e-02
chr17	75514783	75517677	1150.3	0.3	6.736e-04	1.243e-02
chr5	60520634	60522218	51.7	-1.1	1.657e-03	1.243e-02
chr1	229339925	229343899	1384.4	-0.2	6.143e-04	1.244e-02
chr9	136847527	136850252	997.5	-0.3	6.752e-04	1.245e-02
chr17	77280589	77282254	261.3	0.5	2.149e-03	1.247e-02
chr10	17227642	17231157	605	0.3	1.086e-03	1.249e-02
chr8	66661485	66669690	3008.6	-0.1	2.371e-03	1.249e-02
chr6	43223867	43224620	39.8	1.3	2.134e-03	1.249e-02
chr19	35124157	35125183	162.2	0.6	2.086e-03	1.264e-02
chr19	44813254	44813641	14.7	2.7	6.312e-04	1.268e-02
chr21	41868778	41870658	134.5	-0.7	1.915e-03	1.268e-02
chr15	67761282	67763012	153.6	-0.7	1.535e-03	1.269e-02
chr20	31860830	31862107	291.3	0.5	2.057e-03	1.269e-02
chr7	105691050	105691969	33.7	1.4	2.140e-03	1.269e-02
chr8	86513266	86515747	1353.2	-0.2	6.694e-04	1.269e-02
chr1	119711553	119714465	1209.3	0.2	1.011e-03	1.272e-02
chr6	390810	395047	2905.5	0.2	2.427e-03	1.272e-02
chr19	1258858	1263047	1208.7	-0.2	1.224e-03	1.273e-02
chr3	169769277	169770181	313.2	0.4	2.281e-03	1.273e-02
chr19	28399760	28402865	552.2	-0.4	1.287e-03	1.276e-02
chr19	17404315	17408112	1171.2	-0.3	6.763e-04	1.278e-02
chr22	23179743	23183955	1205.4	0.2	1.248e-03	1.285e-02
chr20	31879190	31880610	352.1	0.4	2.234e-03	1.286e-02
chrX	150364481	150365962	84.6	0.9	1.563e-03	1.287e-02
chr1	20485921	20487083	67.2	1	2.236e-03	1.289e-02
chr5	178113011	178116821	975.3	-0.3	6.449e-04	1.293e-02
chrX	49041652	49043726	368.6	-0.4	2.109e-03	1.294e-02
chr22	50299577	50300547	117.5	0.8	2.244e-03	1.299e-02
chr19	38564951	38565932	63.3	1	2.280e-03	1.312e-02
chr11	93542350	93543933	270.7	0.5	2.290e-03	1.314e-02
chr1	92959464	92962964	1245.9	-0.2	1.053e-03	1.317e-02
chr3	38453047	38456130	794.4	0.3	6.957e-04	1.321e-02
chr7	73577309	73579526	1134.6	-0.3	7.332e-04	1.323e-02
chr17	35731243	35732465	171.7	0.6	2.312e-03	1.325e-02
chr10	24722302	24725338	635.7	0.3	1.071e-03	1.333e-02
chr8	73991181	73992814	334.5	-0.4	2.405e-03	1.333e-02
chr11	47407377	47409562	571.4	-0.3	1.178e-03	1.336e-02
chrX	33126247	33129018	211.8	-0.6	2.199e-03	1.343e-02
chr17	1225860	1230474	1489.7	-0.2	1.692e-03	1.349e-02
chr6	33391104	33394457	1237.6	-0.2	1.323e-03	1.352e-02
chr7	4681678	4684490	860.3	-0.3	7.497e-04	1.359e-02
chr1	158180129	158181875	262	0.5	2.289e-03	1.366e-02
chr16	57091846	57093610	573.8	0.3	1.405e-03	1.367e-02
chr1	44842645	44843625	114	0.8	1.684e-03	1.374e-02
chr3	25781272	25784527	855.3	-0.3	7.596e-04	1.374e-02
chr4	185004829	185005373	22.3	1.8	1.447e-03	1.376e-02
chr6	150721093	150721720	32.6	1.4	2.391e-03	1.376e-02
chr3	129003354	129004292	96	0.8	1.874e-03	1.376e-02
chr15	94230346	94234021	1125.1	-0.3	7.623e-04	1.376e-02
chr2	73282854	73285456	1107.6	-0.3	1.109e-03	1.376e-02
chr5	52787629	52788458	61.6	1	2.203e-03	1.378e-02
chr1	39490725	39492111	319	0.4	2.447e-03	1.385e-02
chr2	26184464	26185703	202.5	0.6	2.315e-03	1.393e-02
chr4	26828504	26830526	206.6	-0.5	2.301e-03	1.395e-02
chr17	31309588	31314190	332.7	-0.4	2.462e-03	1.398e-02
chr2	155143935	155147098	138.8	-0.7	1.921e-03	1.406e-02
chr7	151056920	151061164	1991	-0.2	1.786e-03	1.409e-02
chr19	46600125	46603042	1110.2	-0.3	7.905e-04	1.411e-02
chr8	90639801	90646959	3772.6	-0.1	1.798e-03	1.417e-02
chr4	2837645	2839079	141	-0.7	2.456e-03	1.427e-02
chr3	136818329	136820460	553.1	0.3	1.481e-03	1.429e-02
chr8	28402427	28403349	51.6	-1.1	2.461e-03	1.429e-02
chr7	112982881	112984035	55.6	-1.1	1.964e-03	1.433e-02
chr5	76715282	76716726	256.5	0.5	2.397e-03	1.435e-02
chr17	39744807	39745647	26	-1.8	1.035e-03	1.437e-02
chr3	43649461	43650078	31.7	1.4	2.743e-03	1.440e-02
chr12	26125326	26126797	163.7	0.6	2.575e-03	1.448e-02
chr19	34358576	34360329	304.1	0.4	2.403e-03	1.448e-02
chr6	32943110	32944578	148.1	-0.6	1.990e-03	1.448e-02
chr14	89428218	89430730	120.9	0.7	2.506e-03	1.450e-02
chr18	21901052	21901755	21.4	1.9	9.850e-04	1.450e-02
chr19	17747248	17749294	519.9	-0.4	1.489e-03	1.452e-02
chr17	28371161	28372940	528.3	0.4	1.303e-03	1.454e-02
chr1	14293235	14294148	50.7	-1.1	2.624e-03	1.459e-02
chr8	140098510	140099398	73.4	0.9	2.022e-03	1.468e-02
chr20	137412	138026	46.8	1.2	2.553e-03	1.473e-02
chr1	52702947	52703793	156.9	0.6	2.464e-03	1.478e-02
chr17	81517998	81520123	394.7	-0.4	2.638e-03	1.482e-02
chr1	174874190	174878037	375	-0.4	2.651e-03	1.483e-02
chr12	63843397	63845037	481.8	0.4	1.539e-03	1.484e-02
chr2	24489991	24494880	1416.1	-0.2	8.068e-04	1.484e-02
chr17	62652116	62653423	180.2	0.6	2.646e-03	1.484e-02
chr6	87154231	87157664	1487.2	-0.2	2.928e-03	1.490e-02
chr9	127770511	127771981	167.6	-0.6	2.489e-03	1.490e-02
chr6	142301449	142302288	22.7	1.9	1.604e-03	1.500e-02
chr1	3651471	3653534	415	0.4	2.774e-03	1.503e-02
chr9	97694088	97698047	1113	-0.2	1.233e-03	1.504e-02
chr14	59576238	59576945	117.9	0.7	2.090e-03	1.508e-02
chr16	68447899	68449409	162.5	0.6	2.587e-03	1.512e-02
chr4	163493658	163496305	852	-0.3	1.247e-03	1.515e-02
chr2	12116382	12117174	40.6	-1.3	2.690e-03	1.517e-02
chr4	13626393	13628667	834.1	-0.3	8.285e-04	1.517e-02
chr6	5665300	5666302	65	-1	2.661e-03	1.524e-02
chr2	12111326	12111781	23.4	-1.9	1.638e-03	1.525e-02
chr3	179966608	179967969	71.4	-1	2.729e-03	1.525e-02
chr6	111871744	111874348	881.7	0.3	8.284e-04	1.529e-02
chr9	62799874	62800828	53.3	1.1	2.744e-03	1.532e-02
chr12	98514258	98519778	2088.4	-0.2	1.943e-03	1.533e-02
chr15	60396843	60398890	449.3	0.4	2.556e-03	1.535e-02
chr8	99808971	99811292	116.8	-0.7	2.739e-03	1.536e-02
chr1	100036606	100040099	1694.6	-0.2	3.043e-03	1.537e-02
chr5	36606149	36607088	52.7	1.1	2.514e-03	1.537e-02
chr6	99588638	99589718	198.7	0.5	2.598e-03	1.541e-02
chr12	113062500	113064412	111.5	-0.8	1.941e-03	1.542e-02
chr1	91403947	91405134	255.7	0.5	2.701e-03	1.567e-02
chr9	132351853	132355801	1157.3	0.2	1.295e-03	1.567e-02
chr20	64083005	64084446	144.1	0.6	2.805e-03	1.568e-02
chr3	130002723	130003281	47.3	1.1	2.828e-03	1.571e-02
chr2	111709630	111710485	68.8	-1	2.200e-03	1.574e-02
chr11	46242730	46244004	320.1	0.4	2.661e-03	1.574e-02
chr5	190115	192718	166.8	0.6	2.668e-03	1.577e-02
chr5	72556671	72557358	23.8	1.8	1.180e-03	1.580e-02
chr19	54462191	54465166	833.9	-0.3	9.015e-04	1.583e-02
chr17	4898883	4901634	624.1	0.3	1.641e-03	1.585e-02
chr7	151085743	151087952	524.1	0.4	1.667e-03	1.585e-02
chr17	50560354	50561413	42.4	1.2	2.865e-03	1.586e-02
chr22	21045505	21046254	57.8	1	2.238e-03	1.595e-02
chr1	182390319	182392559	366.4	0.4	2.689e-03	1.601e-02
chr20	25246733	25249148	991.5	0.3	1.333e-03	1.604e-02
chr8	81630440	81631368	432.8	0.4	2.736e-03	1.612e-02
chr15	41501151	41503435	138.2	0.7	2.266e-03	1.612e-02
chr5	36071074	36071856	26.8	1.7	1.194e-03	1.618e-02
chr1	31617663	31618486	59.9	1	2.979e-03	1.621e-02
chr14	32200591	32204468	1274.2	0.2	1.350e-03	1.621e-02
chr3	197022897	197024495	59	1	2.870e-03	1.621e-02
chr3	51742590	51743187	23.9	3.2	1.199e-03	1.621e-02
chr1	43453360	43454960	158.7	0.6	2.831e-03	1.628e-02
chr11	44949210	44950959	109.5	0.7	2.601e-03	1.636e-02
chr7	140403613	140404759	299	0.4	3.080e-03	1.638e-02
chr16	72467	73010	24.2	1.8	1.214e-03	1.639e-02
chr17	61410541	61412914	479.2	0.4	1.507e-03	1.639e-02
chr4	102341943	102346292	1497.7	-0.2	3.291e-03	1.640e-02
chr17	78313850	78314634	102.5	0.8	2.634e-03	1.653e-02
chr10	24952129	24953349	44.6	1.2	2.987e-03	1.654e-02
chr4	158670612	158673251	1139	-0.2	9.621e-04	1.661e-02
chr1	84144126	84147602	400.8	-0.4	2.848e-03	1.666e-02
chr10	130108862	130112284	1493.4	-0.2	2.201e-03	1.668e-02
chr11	67276887	67278217	152.4	-0.6	2.130e-03	1.668e-02
chr6	13708607	13712924	1414.7	-0.2	9.299e-04	1.668e-02
chr12	111766295	111767709	258.2	0.5	3.064e-03	1.669e-02
chrX	96836928	96838709	51.7	-1.1	2.365e-03	1.669e-02
chr14	34016603	34019433	202.6	-0.6	2.872e-03	1.675e-02
chr12	54378892	54380017	145.4	0.6	3.002e-03	1.682e-02
chr8	67028115	67029099	393.1	0.4	2.888e-03	1.683e-02
chr14	75468821	75470072	82.4	-0.9	2.393e-03	1.683e-02
chr17	76121426	76122314	62.2	1	3.125e-03	1.683e-02
chr3	50235440	50238742	1570.3	-0.2	3.399e-03	1.683e-02
chr1	162822339	162822955	34	1.3	3.083e-03	1.684e-02
chr14	95515207	95517363	278.3	0.4	3.108e-03	1.687e-02
chr12	6699897	6701343	147.1	0.6	2.406e-03	1.690e-02
chr7	26291361	26294822	1240.6	-0.2	8.904e-04	1.690e-02
chr19	40798148	40801577	774.9	-0.3	1.429e-03	1.690e-02
chr19	51688871	51691086	142.2	0.7	2.409e-03	1.691e-02
chr11	26905462	26906426	36.6	-1.3	3.033e-03	1.691e-02
chr16	88783816	88786026	787.8	0.3	1.426e-03	1.691e-02
chr7	145082889	145083367	11.8	3.1	7.613e-04	1.694e-02
chr4	2417940	2419531	326.3	0.4	3.121e-03	1.695e-02
chr1	2314889	2315709	28.4	1.5	2.839e-03	1.695e-02
chr11	130159434	130162893	1069.3	-0.3	8.970e-04	1.696e-02
chr14	68815041	68816991	502.1	-0.4	1.848e-03	1.710e-02
chr3	181941186	181942533	45.9	-1.1	3.195e-03	1.711e-02
chr10	91887106	91888068	83.5	0.9	2.451e-03	1.714e-02
chr20	51538581	51543580	1350.3	-0.2	9.104e-04	1.719e-02
chr12	6632485	6633366	94.3	-0.8	2.221e-03	1.720e-02
chr19	52188758	52191673	1030.6	-0.3	9.736e-04	1.727e-02
chr1	109740165	109740690	25.7	1.6	1.916e-03	1.729e-02
chr20	20367363	20370188	601.8	0.3	1.847e-03	1.729e-02
chr13	35473675	35477781	617	-0.3	1.878e-03	1.731e-02
chr2	27735280	27736034	19.9	2	1.237e-03	1.745e-02
chr15	57376368	57376961	16.7	2.4	6.195e-04	1.747e-02
chr1	109923561	109924376	91.1	0.8	3.176e-03	1.758e-02
chr7	27147225	27148668	188.4	0.5	3.270e-03	1.758e-02
chr13	36919426	36920642	36	1.3	3.233e-03	1.761e-02
chr5	139387378	139390268	1299.3	-0.2	1.513e-03	1.778e-02
chr15	43774607	43778281	1820.7	-0.2	2.378e-03	1.782e-02
chr16	30010656	30011472	37.3	1.3	3.225e-03	1.782e-02
chrY	22367041	22367787	39.5	-1.2	3.030e-03	1.794e-02
chrX	2608155	2611029	972.2	-0.3	1.059e-03	1.795e-02
chr6	446838	447913	54.9	1	3.333e-03	1.797e-02
chr15	98865731	98866994	121.5	0.7	3.323e-03	1.801e-02
chr1	158113090	158114241	153.6	0.6	2.937e-03	1.805e-02
chr5	154646931	154647839	52.6	1.1	3.401e-03	1.805e-02
chr5	160370147	160370782	40.1	1.2	3.366e-03	1.811e-02
chr8	102738470	102739089	44.4	1.2	3.635e-03	1.814e-02
chr18	62324521	62326553	451.8	0.4	3.395e-03	1.815e-02
chr2	25418766	25419678	37.5	1.3	3.078e-03	1.816e-02
chr6	32189021	32192984	494.4	-0.4	1.991e-03	1.820e-02
chr14	54564833	54568591	1156.3	0.2	1.888e-03	1.824e-02
chr2	10410547	10411413	54.4	-1	3.453e-03	1.827e-02
chr14	64879243	64880987	313.2	0.4	3.416e-03	1.829e-02
chr4	3387211	3388361	56	1	3.106e-03	1.829e-02
chr12	52691018	52691591	35.8	1.3	3.421e-03	1.834e-02
chr22	17999948	18002670	1044.6	-0.3	1.094e-03	1.842e-02
chr1	155061713	155064670	947.9	-0.3	1.087e-03	1.844e-02
chr16	29784974	29785550	47.1	1.1	3.457e-03	1.851e-02
chr2	152334731	152336507	483.8	0.4	2.011e-03	1.860e-02
chr10	43404571	43410365	2016.2	-0.2	3.873e-03	1.875e-02
chr17	77617047	77617495	11	3.4	6.732e-04	1.875e-02
chr3	194315318	194316053	84	0.9	2.459e-03	1.875e-02
chr8	102527515	102531385	613.6	-0.3	2.030e-03	1.875e-02
chr2	96527077	96527595	27	1.6	1.439e-03	1.886e-02
chr17	1710037	1710542	21.8	1.8	2.133e-03	1.895e-02
chr17	62703806	62704699	105.2	0.8	2.758e-03	1.895e-02
chr2	19362223	19363352	62.6	1	3.255e-03	1.906e-02
chr15	42056938	42057421	28.8	1.5	3.548e-03	1.907e-02
chr17	56779907	56780776	57.5	1	3.599e-03	1.918e-02
chr10	95560321	95561922	275.9	0.5	3.388e-03	1.923e-02
chr11	61752562	61753010	26.2	1.7	1.471e-03	1.923e-02
chr11	3421772	3423678	389.5	0.4	3.620e-03	1.923e-02
chr19	8334717	8335769	50.3	1.7	3.686e-03	1.934e-02
chr11	267527	270049	423.3	-0.4	3.391e-03	1.940e-02
chr19	1400552	1402098	493.2	0.3	2.111e-03	1.940e-02
chr6	31355907	31357554	262.1	0.5	3.677e-03	1.943e-02
chr3	150925765	150926194	28.4	1.5	3.575e-03	1.944e-02
chr11	14356124	14359544	911.3	-0.3	1.112e-03	1.950e-02
chr19	2720673	2722042	114.6	0.7	3.218e-03	1.950e-02
chr1	203286368	203287389	62.1	-1	3.353e-03	1.952e-02
chr21	41953592	41954492	31.5	1.4	3.352e-03	1.952e-02
chr11	94512279	94512792	27.1	1.6	2.218e-03	1.958e-02
chr7	155490361	155491568	75.5	0.9	2.881e-03	1.965e-02
chr1	11934078	11935876	533.8	-0.3	2.194e-03	1.977e-02
chr11	118883262	118888225	1315.4	-0.2	1.716e-03	1.977e-02
chr2	102355610	102356207	48.4	1.1	3.410e-03	1.981e-02
chr17	7650469	7651884	46.2	1.1	2.909e-03	1.981e-02
chr14_GL000225v1_random	1734	1983	14.6	2.5	1.104e-03	1.983e-02
chr18	75161423	75162140	110.5	0.7	3.736e-03	1.986e-02
chr2	129443049	129443734	31.4	1.4	3.767e-03	1.991e-02
chr8	102886301	102887883	90.5	-0.8	3.691e-03	1.996e-02
chr2	230864403	230865581	180	0.6	3.824e-03	2.007e-02
chr16	89199475	89201085	288.7	0.4	3.608e-03	2.012e-02
chr2	674908	678497	971.9	-0.3	1.221e-03	2.025e-02
chr1	184386141	184388364	586.8	0.3	2.255e-03	2.040e-02
chr4	40304718	40307686	208.8	-0.5	3.905e-03	2.046e-02
chr13	46211119	46212406	281.3	0.4	3.923e-03	2.055e-02
chr1	246564953	246568252	1660.3	-0.2	4.322e-03	2.062e-02
chr1	155078634	155081401	339.6	-0.4	4.064e-03	2.064e-02
chr19	38734366	38735710	174.6	-0.6	3.713e-03	2.064e-02
chr20	62219682	62220272	23.5	1.7	1.600e-03	2.064e-02
chr9	6715115	6716929	203.1	0.5	3.949e-03	2.064e-02
chr2	172084407	172086871	510.1	0.3	2.318e-03	2.073e-02
chr14	103692090	103692631	43.2	1.1	3.948e-03	2.074e-02
chr4	43763241	43764668	71.1	-0.9	4.025e-03	2.084e-02
chr9	107282175	107286341	1632.4	-0.2	2.808e-03	2.084e-02
chr1	223712319	223712866	18.5	2	1.628e-03	2.096e-02
chr14	90554018	90554632	23	1.7	2.419e-03	2.113e-02
chr16	31442586	31443392	162.1	0.6	3.814e-03	2.114e-02
chr19	8505619	8506583	315.3	0.4	4.065e-03	2.118e-02
