TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
CCDC137	18.1137	17.9443	17.9713	16.1179	13.4194	15.2855	10.754	11.4141	11.6032
CCDC138	4.91303	4.55671	4.22649	3.6559	4.08546	3.76358	2.9579	2.8708	3.33652
CCDC14	13.0069	9.39227	9.50472	10.0114	9.57708	10.5006	8.37867	9.14398	9.88368
CCDC140	0.0312331	0	0.0211935	0	0.0265183	0	0	0.026038	0
CCDC141	2.89117	2.37358	2.32073	3.34952	3.22687	3.72495	3.22848	3.54284	3.45974
CCDC142	2.80687	3.14053	3.70229	3.17695	2.97723	3.401	2.6617	2.83171	2.83946
CCDC144A	0.0792284	0.0382204	0.0464839	0.0418589	0.0830073	0.116221	0.0978097	0.113637	0.136632
CCDC144B	4.29405	3.47573	3.40621	3.51626	3.0333	4.21946	3.1534	3.43242	3.41417
CCDC144C	0.0717741	0.0373475	0.0804592	0.17326	0.0856232	0.264864	0.170276	0.158293	0.226297
CCDC144NL	0.109088	0.154742	0.0988378	0.156929	0.153998	0.261003	0.342021	0.438468	0.587246
CCDC146	0.0758223	0.0937969	0.153977	0.188148	0.192562	0.227495	0.216405	0.453729	0.253878
CCDC147	0	0.0117992	0.0103303	0.0436944	0.0129191	0.0796312	0.0103705	0.0507348	0.109496
CCDC148	3.78335	2.75651	2.12265	3.37039	2.43171	3.29166	2.61655	3.19255	2.72097
CCDC148-AS1	0	0	0	0	0	0	0	0	0
CCDC149	0.160336	0.0489154	0.0771053	0.253676	0.224979	0.231149	0.223598	0.241912	0.257307
CCDC15	0.515658	0.398468	0.410004	0.319801	0.359988	0.529569	0.367787	0.492652	0.616466
CCDC150	3.01698	2.58498	2.26352	2.73555	2.49555	3.25827	2.55972	3.22137	3.50919
CCDC151	0.0720627	0.0186122	0	0.0918044	0.0203678	0.0627477	0.0163493	0.0999898	0.0862694
CCDC152	0.299351	0.416418	0.559607	0.525054	0.436955	0.58673	0.408469	0.377543	0.476407
CCDC153	0	0.0619965	0.0539542	0.15192	0	0.155844	0	0	0
CCDC154	0.0947137	0.0550359	0.128391	0.316721	0.441676	0.216476	0.612379	0.354808	0.53856
CCDC155	0.432722	0.318338	0.293204	0.640656	0.550132	0.720369	0.588795	0.522128	0.699135
CCDC157	0.664477	0.509727	0.497479	0.413418	0.487683	0.628221	0.642189	0.492596	0.621321
CCDC158	0	0	0	0	0.0117505	0	0	0	0.0165999
CCDC159	0.850513	0.78817	0.361899	1.1215	0.815665	1.35935	0.981997	0.845512	0.958016
CCDC160	0	0	0	0	0	0	0	0	0
CCDC162P	0	0	0	0	0	0	0	0	0
CCDC163P	1.883117167966	1.8797471	2.4058091	2.3614	2.438739	2.370513	2.3525997	1.92273	2.36549
CCDC164	0.020635	0.0479265	0.0139797	0	0	0	0	0.0171681	0
CCDC166	0.041411	0	0.028143	0	0	0	0.0282737	0	0.0496822
CCDC167	18.0957	17.1725	14.1276	13.4486	11.8069	10.2295	7.82406	9.66873	12.1958
CCDC168	0.0903918	0.0679272	0.0961844	0.081823	0.0591644	0.0897514	0.0505595	0.0337247	0.0458663
CCDC169	0	0	0	0	0	0	0	0	0
CCDC169-SOHLH2	0	0	0	0	0	0	0	0	0
CCDC17	1.38066	1.37255	1.5595	1.1871	1.18998	1.3673	1.47195	0.957675	1.14410160533
CCDC170	0.206291	0.301649	0.317412	0.229094	0.253949	0.262838	0.18836	0.199325	0.253529
CCDC171	0.596014	0.566648	0.426492	0.612305	0.552697	0.769635	0.73167	0.790122	1.00011
CCDC172	0.0624663	0.0242431	0.0423871	0	0	0.0204173	0	0.0781139	0
CCDC173	0.26331	0.204018	0.16225	0.22871	0.24356	0.343908	0.130338	0.119568	0.171937
CCDC174	6.23721	5.99439	5.09596	5.70824	5.32571	5.9191	5.31464	6.08592	5.81632
CCDC175	0	0.0463725	0.0269056	0.0378931	0.0334169	0	0.066932	0	0
CCDC176	0.510365	0.687668	0.698179	0.561592	0.663895	0.929717	0.631271	0.636118	0.635556
CCDC177	0	0.00925128	0	0	0.0202627	0	0.00813281	0	0
CCDC178	0	0	0	0	0	0	0	0	0.0365333151677
CCDC179	0	0	0	0	0	0	0	0	0
CCDC18	6.83567	5.52215	4.69526	5.29417	4.38133	6.11809	4.18586	4.39763	4.99935
CCDC19	0.0588054	0.0684364	0.019946	0.0562246	0.124779	0.0192159	0.0400633	0.0980138	0
CCDC22	6.70525	5.60732	5.40422	6.51162	5.58817	6.57402	4.80488	5.0984	5.94574
CCDC23	6.2359	4.12643	5.5934	4.7686	4.3719	5.28106	3.40586	5.55819	4.61541
CCDC24	1.662	1.34926	1.6304	1.62592	1.25563	1.76388	1.41099	1.84941	1.32857
CCDC25	9.80395	8.30436	7.44933	6.62391	5.28981	5.5819	4.06781	4.51549	4.39779
CCDC27	0	0.0925041	0.145662	0.0228141	0.0404923	0.0311866	0.0650065	0.0596353	0.0285849
CCDC28A	3.41697	2.79225	2.80667	3.20088	3.0565	3.03511	3.04003	3.27134	4.39854
CCDC28B	3.54508	5.34223	3.97007	3.98394	3.48667	3.95483	3.6703	2.91943	2.89812
CCDC3	0.578468	0.274355	0.353868	0.24944	0.379367	0.511439	0.444099	0.667331	0.625077
CCDC30	0.414189	0.462693	0.610189	0.570651	0.387841	0.570734	0.461585	0.612905	0.754667
CCDC33	0	0	0	0	0	0	0.0124514	0.0152292	0.0219073
CCDC34	11.87637	10.228535	10.771606	9.843653	9.31813	10.959953	7.842555	8.11013	9.654981
CCDC36	0.325932	0.422131	0.416622	0.341539	0.273907	0.301742	0.219262	0.256619	0.428258
CCDC37	0.0249672	0.0967496	0.0677031	0.0715745	0.021174	0.0489213	0.0849816	0.0831582	0.0597859
CCDC38	0.45562	0.457172	0.490699	0.204932	0.227369	0.210112	0.127755	0.312542	0.256768
CCDC39	1.77173	1.11745	1.28709	0.72094	1.26777	1.1213	1.05308	1.06066	1.07464
CCDC40	0.0852683	0.0219704	0.0769487	0.06780834	0.0721713	0.144066	0.1351799	0.1180934	0.236337
CCDC41	8.47412	7.30951	7.07106	7.08737	5.89522	6.74448	4.90054	5.266	5.72765
CCDC42	0.1318869	0.0749989	0.0327305	0.13833	0.122929	0.0945757	0.0328888	0	0.115541
CCDC42B	0.328085	0.717482	0.673771	1.09697	0.558968	0.890078	0.95787	1.20561	1.09765
CCDC43	14.102975	12.377501	11.95743	9.020578	8.706922	9.680706	6.22214	6.96302	6.17045
CCDC47	36.2473	30.7504	26.5038	23.9964	20.5969	22.5337	15.5807	17.8043	16.9137
CCDC50	18.23748	14.35208	14.20267	13.39923	12.28241	12.84478	9.97692	11.22247	11.58441
CCDC51	13.538781	10.481349	10.558952	8.585235	8.04554258	7.564415	5.851166	5.120076	5.57493
CCDC53	11.6577	8.97153	7.68874	8.25833	7.77994	8.36633	7.03072	8.2293	8.43037
CCDC54	0	0	0	0	0	0	0	0	0
CCDC57	2.00111	2.34802	2.33098	2.63878	2.67114	3.21963	2.34016	2.6648	2.45437
CCDC58	24.7204	19.507	19.7313	15.8963	13.6147	15.9422	11.0442	9.47238	11.1778
CCDC59	16.33953	13.40899	13.60307	10.15175	10.77852	10.27391	7.52948	8.303075	9.40281
CCDC6	21.9447	17.9361	16.506	14.2587	13.3036	13.2539	11.1177	12.5317	12.6483
CCDC60	0	0	0	0	0	0.013711	0.0142882	0	0.0251353
CCDC61	5.7528	5.56165	5.05919	5.30652	4.12173	4.83625	3.7811	4.50471	4.64025
CCDC62	0.618255	0.526511	0.48866	0.393644	0.541368	0.605345	0.3644727	0.548671	0.616522
CCDC63	0.0269361	0	0.0182659	0.0257459	0	0.0175978	0	0	0.0322581
CCDC64	3.22839	2.78987	2.79915	3.77348	4.39336	4.64204	5.09406	5.36773	6.12675
CCDC64B	0.0873548	0.135539	0.0395043	0.111357	0.0494262	0.114175	0.218206	0.218386	0.313928
CCDC65	1.19097	0.99154	1.04433	0.499895	0.640982	0.588477	0.336409	0.508331	0.556742
CCDC66	6.015434	5.075865	4.610143	4.136619	3.991162	4.76521	3.413713	3.400775	3.467248
CCDC67	0	0	0	0	0	0.0125275	0	0	0.0229663
CCDC68	0.849415	0.882321	0.686802	0.766478	0.543324	0.81136	0.36615	0.406528	0.3787723
CCDC69	35.7428	32.0376	31.9701	31.3289	28.9134	31.7692	22.0502	24.6499	24.4701
CCDC7	0.589569	0.512557	0.3863917	0.831626	0.555852	0.580044	0.851511	0.820873	1.060893
CCDC70	0	0	0	0	0	0	0	0	0
CCDC71	12.0768	9.23364	9.88983	7.81812	7.95278	7.35984	4.85708	4.68032	5.19409
CCDC71L	4.48102	3.81005	3.79513	4.99599	3.86711	5.19488	3.76347	4.03091	4.43857
CCDC73	0.720739	0.381443	0.410425	0.349479	0.34157	0.288891	0.171515	0.220144	0.271646
CCDC74A	1.436827	1.096133	1.170984	1.217865	0.8307708	1.0280938	0.977414	1.081452	1.030312
CCDC74B	0.551114	0.114526	0.1530543	0.411581	0.271667	0.0941014	0.309559	0.296128	0.294753
CCDC74B-AS1	0.151125	0.318999	0.475899	0.213655	0.205928	0.418875	0.479462	0.421752	0.629368
CCDC77	6.671222	5.38133	5.073743	4.485024	4.16081	4.828922	3.647656	4.505511	4.389716
CCDC78	3.77606	3.241	3.32742	2.72488	2.89769	3.44373	3.184	2.76237	3.17587
CCDC79	0.0210406	0.0488735	0	0	0.0356622	0.013735	0	0	0
CCDC8	1.7605	1.60018	1.87605	1.48521	1.38551	1.65318	1.23506	1.44019	1.08721
CCDC80	0.0383357	0.06911943	0.0518818	0.0975374	0.086504	0.0895644	0.104871	0.100773	0.105478
CCDC81	0.061379	0.0475172	0.0277212	0.0195397	0.0310941	0.0534187	0.0374398	0	0
CCDC82	5.85882	4.0123	4.08217	4.00348	3.90064	4.05541	3.04202	3.06685	3.65018
CCDC83	1.14462	0.920548	1.238	1.07234	1.13811	1.06345	0.898592	1.00751	1.05379
CCDC84	4.8852	3.55438	4.10591	3.79753	4.70838	5.79637	3.30672	3.96856	4.92385
CCDC85A	0.0125882	0.00972665	0	0	0	0.00820778	0	0	0.0150486
CCDC85B	37.6774	36.111	33.1125	27.6392	25.3581	25.586	15.8237	17.2249	18.1748
CCDC85C	3.27691	3.07345	3.01114	2.65578	2.38156	2.45037	2.19259	2.54622	2.51348
CCDC86	46.2132	36.8487	36.3415	28.2148	24.0959	23.3143	13.0764	14.0715	15.5182
CCDC87	0.419106	0.270182	0.189199	0.366767	0.443679	0.262056	0.261177	0.392042	0.39688
CCDC88A	17.693345	13.733526	13.4456	12.853019	12.044133	13.350684	9.700808	10.959027	11.316347
CCDC88B	5.61206	6.0672	5.99157	7.86031	7.12404	9.19426	7.55181	8.31221	8.3987
CCDC88C	17.5997	14.9021	14.5784	14.9387	14.4291	17.8762	16.3481	17.7581	19.1698
CCDC89	0	0	0	0	0	0	0	0	0
CCDC9	5.01883	5.48369	5.55211	6.53059	6.06925	8.42791	6.43471	7.85825	8.24325
CCDC90A	7.90608	6.8971	6.90761	5.64726	5.67422	5.79829	4.67376	4.93461	5.45252
CCDC90B	5.69395	4.36986	4.09531	5.15534	5.15346	5.16421	4.41385	4.26867	3.85929
CCDC91	10.0835	8.13479	8.21141	6.90723	6.72892	7.75274	6.40941	7.41636	7.64871
CCDC92	0.824281	0.685206	0.559173	0.844404	1.0994	1.15437	1.18332	1.44748	1.26958
CCDC93	4.67973	3.86357	3.76021	4.06172	3.84759	4.263	3.83187	4.27895	4.50305
CCDC94	6.09781	4.22847	4.35356	4.90768	4.52408	4.9308	3.79033	3.89113	4.19241
CCDC96	0.0965168	0.11218	0.0490667	0.0922196	0.122761	0.0945474	0.0492701	0.14062	0.173319
CCDC97	11.6259	11.4008	11.5164	12.2141	11.9933	13.9156	10.372	11.4587	12.1558
CCER1	0	0	0	0	0	0	0	0	0
CCHCR1	9.389154	8.891445	8.5417	11.150117	11.694512	11.816223	9.70683	9.985179	10.978271
CCIN	0	0	0	0	0	0.0176176	0.0183637	0	0
CCK	0	0	0	0	0.0307266	0	0	0	0
CCKAR	0	0	0	0	0	0	0	0.02633	0
CCKBR	0	0	0	0	0	0	0	0.0197897	0
CCL1	0	0	0	0	0	0	0	0	0
CCL11	0	0	0	0	0	0	0	0	0
CCL13	0	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0	0
CCL15	0	0.0814177	0	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0
CCL16	1.72552	2.39831	2.15043	2.17932	2.27122	2.72969	1.94448	1.98161	1.77023
CCL17	2.10267	1.57862	1.51484	0.71031	0.361764	0.485901	0.145157	0.355505	1.01696
CCL18	0	0	0	0	0	0	0	0	0
CCL19	0	0	0	0.0880611	0	0.0602254	0	0	0
CCL2	0	0	0	0	0	0	0.0561297	0	0
CCL20	0	0	0	0	0	0	0.048465346	0	0
CCL21	0.0667956	0	0.0455691	0.0641673	0	0	0	0	0
CCL22	10.0846	10.1113	9.27106	8.54805	8.18181	9.09028	7.23079	7.49747	8.16963
CCL23	0	0	0	0	0	0	0.0798421	0	0
CCL24	0	0	0	0	0	0	0	0	0
CCL25	0	0	0	0	0	0	0	0	0.06875066
CCL26	0	0	0	0	0	0	0	0	0
CCL27	0.665978	0.53309	0.230007	0.161455	0.288865	0.332042	0.231632	0.425532	0.404607
CCL28	2.54799	4.66127	3.68961	3.43121	2.31897	2.97797	3.02728	3.44894	2.49619
CCL3	0.602931	0.591369	0.51478	1.15968	1.908	0.862338	0.856373	1.14827	0.544705
CCL3L1	1.073198e-08	2.85542e-08	1.032626e-07	1.82496e-07	3.52601e-07	4.644412e-07	1.73782e-07	0.897838	0.92687
CCL3L3	0.23416	0.1225594	0.1600046	0.901075	1.36444	1.314951	0.721843	0	0
CCL4	0.849747	0.520982	0.452781	1.4565	0.915585	1.20835	1.43151	0.743246	1.02609
CCL4L1	0.336392	0.0757944	0.1646542	0.926866	1.102364	0.874534	0.795088	0.757268	0.986698
CCL4L2	0.336392	0.0757944	0.1646542	0.926866	1.102364	0.874534	0.795088	0.757268	0.986698
CCL5	1.29319	3.30709	3.54316	4.07797	3.41518	3.49616	2.95418	2.56412	3.90171
CCL7	0	0	0	0	0	0	0	0	0
CCL8	0	0	0	0	0	0	0	0	0
CCM2	32.95176	27.4206	28.54637	26.26038	24.74864	24.657953	17.731072	18.31592	20.777178
CCM2L	0.446133	0.486649	0.288491	0.677827	1.0138	0.939775	0.89655	1.01223	0.922083
CCNA1	0	0	0	0	0	0	0	0	0
CCNA2	43.7662	31.9712	31.4685	20.1746	17.7622	17.0509	10.3771	10.7419	12.1954
CCNB1	78.4008	61.0623	59.2805	34.5926	28.7079	25.7093	9.21429	9.17607	9.37991
CCNB1IP1	24.84673	20.72731	20.2365	16.79573	15.060685691	14.814744	11.33127	12.038555	10.777332
CCNB2	38.5775	28.974	28.5628	19.2653	17.2542	16.2921	7.62073	9.46678	8.7925
CCNB3	0.323536	0.111071	0.089799	0.158277	0.1574016	0.15143	0.0751145	0.1932078	0.158654
CCNC	13.60623	11.71282	11.594576	8.94503539	8.2980268149	7.9125194659	5.560703	6.905732	6.00583
CCND1	0.769295	0.396189	0.504704	0.522617	0.56208	0.509131	0.6491	0.900348	0.877749
CCND2	137.095	115.425	113.346	84.5939	73.0643	71.7211	56.9631	63.3394	64.7995
CCND3	19.5330699024	17.857909	16.87388	13.90219530787	12.34412	12.625369	8.42639	9.842732	9.676214
CCNDBP1	7.777148	5.810896	6.014384	5.434238	5.727985	6.188668	5.043538	5.746571	5.522046
CCNE1	17.4889	13.6231	14.1584	13.7329	11.9381	13.5703	11.7447	11.6095	12.4699
CCNE2	5.90415	4.95027	4.70325	5.935	5.22862	6.68081	7.34522	7.85386	8.82044
CCNF	21.3968	19.3911	18.1689	11.7685	10.7712	10.4914	5.36402	5.99574	6.14629
CCNG1	29.4362	24.38428	22.11945	26.61982	25.61637	26.08869	24.1969	28.15603	26.637016
CCNG2	2.66312	2.22381	1.9726	2.8939	3.0409	3.31174	2.95143	3.23353	3.17141
CCNH	20.35327	15.83085	15.81144	13.18571	13.06072	12.37228	9.15846	10.95453	10.82769
CCNI	107.943	92.2533	91.8273	87.5462	82.9022	84.1395	64.8052	72.3961	72.7119
CCNI2	0.464224	0.390292	0.226966	0.171576	0.191888	0.456014	0.153657	0.206371	0.317411
CCNJ	4.411027	4.001356	3.762464	3.311071	2.811203	2.96258	2.065131	2.114916	2.114667
CCNJL	0.705621	1.06952	0.989524	0.476203	0.873044	0.790279	0.535383	0.502415	0.667503
CCNK	28.5322	23.0942	22.5828	20.736	19.8867	23.1999	17.0821	19.7752	20.8519
CCNL1	29.3229	22.0306	21.7532	22.4456	20.9065	22.9344	18.9993	21.2732	21.8867
CCNL2	37.9209	35.6892	33.156	32.8497	33.0562	35.0955	31.8354	33.0794	35.1633
CCNO	0.0755469	0.1762	0.102627	0.0723079	0.256878	0.247152	0.412372	0.441414	0.317083
CCNT1	17.7636	14.3027	13.8725	12.6638	11.2923	11.5914	8.85721	9.63671	9.83315
CCNT2	9.05974768	7.16243000620207	6.9504982	6.637186	6.0528619	6.354260604681	4.98987	5.62312	5.787989
CCNY	9.39663	7.26074	8.05739	7.21096	7.4900389	6.54857	5.90029	6.63678	7.06441
CCNYL1	4.287954	4.117433	3.956476	3.71003	3.91358	4.30363	3.29482	3.57734	3.91616
CCP110	9.63867	8.08342	7.43895	8.00508	8.25585	8.55077	7.28508	7.50088	9.00768
CCPG1	2.343593	2.026248	2.079291	3.225129	3.21102	3.085427	3.157496	3.740616	4.083268
CCR1	0.114717	0.133171	0.0777006	0.0912837	0.178171	0.099821	0	0.0159027	0.114375
CCR10	7.79788	8.00413	6.86821	5.77206	6.41039	6.76069	5.69003	6.70216	6.91272
CCR2	0.0221129	0.0741021	0.0129707	0.0182858	0.0187435	0.024995	0.0150456	0.0184029	0
CCR3	0	0	0.0209479	0	0	0	0	0	0
CCR4	0.0963229	0.0498544	0.0435796	0.030709	0.0545303	0.0419831	0	0.0267714	0.0769522
CCR5	0	0.0341696	0	0	0	0.0268904	0	0.012244	0
CCR6	0.245058	0.305228	0.13465	0.232741	0.268732	0.249249	0.16767	0.197121	0.188748
CCR7	30.0804	26.0488	25.6384	43.0416	44.9856	49.6671	43.3548	46.8587	49.7192
CCR8	0	0.0281415	0	0	0	0	0	0	0
CCR9	0.122394	0.0631676	0.135376	0.0779265	0.051856	0.143479	0.111001	0.084855	0.0461725
CCRL1	0.356403	0.655993	0.2452971	0.512274	0.653299	0.550479	0.508173	0.252141	0.409413
CCRL2	0.64337881417	0.54745291	0.436532	0.673834	0.598242	0.4825254	0.392412	0.357534	0.293658
CCRN4L	8.12178	8.28775	8.05808	6.0923	5.1605	5.63741	4.06908	3.4939	4.80418
CCS	6.82499	9.49683	8.32114	10.4008	9.10565	10.9381	6.70553	9.03436	8.40052
CCSAP	6.95661	5.53627	5.44674	4.18261	4.01242	4.38228	3.18143	3.34306	4.02331
CCSER1	1.0333313	0.85265	0.891963	1.289504	1.133808	1.353654	1.204382	1.168581	1.299152
CCSER2	9.00372	7.35299	6.7925	7.66266	7.50961	7.51217	6.63765	7.43515	7.53899
CCT2	158.10513	124.71109	123.49544	87.05402	76.3402	68.54933	48.78933	51.94139	52.3157
CCT3	219.95569	174.819935	171.067396	137.233075	122.120374	120.55748	79.683716	86.311576	90.059173
CCT4	112.287447	95.8676	94.220712	72.9534	61.8853	60.893	43.091571	49.1131	48.8854
CCT5	106.933	84.1159	80.2155	56.9949	48.5817	50.2157	31.0229	32.7512	33.125
CCT6A	119.74543	96.43734	92.49839	66.74635	59.12582	56.73499	40.508407	42.331561	41.518457
CCT6B	0.3319602094	0.514883	0.375221	0.536765	0.305469	0.352806	0.235120665	0.541736	0.5311394
CCT6P1	5.22166	4.13812	3.44568	3.49143	3.0619	3.43275	2.41905	2.56114	2.69726
CCT6P3	3.06911	2.32856	2.68456	2.69939	2.34443	3.35981	2.99688	2.91497	2.93431
CCT7	198.970297	164.332165	164.18938	129.073347	117.347866	116.27411	73.735728	81.365929	85.932942
CCT8	181.805	148.781	140.356	114.552	96.5282	95.5101	66.6994	74.0803	74.2873
CCT8L2	0.0254018	0	0.034443	0.0242747	0.0215442	0.0165919	0.0518805	0.0211531	0.0304148
CCZ1	38.1792	28.9678	29.2043	25.1783	23.3383	21.0585	17.0282	17.2259	16.5625
CCZ1B	18.3953	12.5958	11.4895	12.0855	10.9027	11.7877	5.62376	8.12319	8.19216
CD101	0.1718549063585	0.187535	0.2052373	0.115747	0.179668	0.0889917	0.145957825164	0.129253	0.102743782081
CD109	0.285031743	0.312744100066158	0.3723088	0.3697237	0.3444096	0.48595952837	0.325425988	0.30739483	0.364742
CD14	0.07030840137229	0.107588	0.1193420412118	0.0672717068245	0.192867	0.106527	0.155489	0.2053010394227	0.04214290572195
CD151	17.618479	15.94306	16.374646	13.07852	12.051619	11.503094	11.283992	11.54029	12.512803
CD160	0.377871	0.426947	0.279849	0.624432	0.262646	0.516713	0.445061	0.372514	0.41177
CD163	0	0	0	0	0	0.00794969	0	0.0101283	0
CD163L1	0.0653052	0.0504391	0.0441779	0.166116	0.0276205	0.120616	0.0369535	0.0723105	0.0650437
CD164	28.03701	21.732745	21.306468	21.995734	19.529566	19.673043	17.854932	19.360121	19.142066
CD164L2	0	0	0	0	0	0	0	0	0
CD177	0	0	0	0	0.0184962	0	0	0	0
CD180	29.56	22.8606	23.7444	22.9396	20.1762	19.6959	11.5867	12.9816	12.3664
CD19	34.62795	33.39137	33.54394	33.40605	31.62841	31.87881	21.30159	22.377928	23.1251
CD1A	0.273364	0.154076	0.219009	0.23747	0.337203	0.308391	0.118419	0.144848	0.267783
CD1B	0.0388709	0.0604559	0.0264066	0.0372095	0.0330494	0.0254371	0	0.0324524	0
CD1C	12.263	10.0585	10.3702	12.0506	11.1609	10.4436	7.02195	8.07858	7.9991
CD1D	3.36334	3.18166	2.93104	3.11548	2.52344	2.23014	1.91116	2.35456	2.36035
CD1E	0.0404035	0	0.0274541	0	0	0	0	0	0.0484674
CD2	0	0	0.0237985	0.0670751	0	0	0	0	0
CD200	0	0	0	0.0223583	0.0198411	0	0.0153643	0	0.0280138
CD200R1	0.341574	0.25994	0.200619	0.304556	0.424691	0.3275339	0.247761	0.246394	0.3624221
CD200R1L	0	0	0.0287397	0.121481	0	0.0553669	0	0.0706489	0.0507345
CD207	0	0	0	0	0	0	0	0	0.0336359
CD209	0.340426	0.583966000482893	0.49936500147971	0.594590000345873	0.678151000593496	0.504544000642568	0.565656000447961	0.555488000772098	0.616873000526774
CD22	53.03181	42.62681	43.128643	45.347631	41.93264	42.93609	29.349252	31.389915	31.865453
CD226	12.7008	10.6717	9.90521	10.3664	8.8517	8.96078	6.93371	7.47915	7.76067
CD24	110.288	88.2337	87.8254	72.998	67.0638	67.0633	51.5696	58.4938	59.2946
CD244	0.0463764	0	0.0157155	0	0.0589764	0.0605656	0.0789011	0.0965084	0.194297
CD247	0.1582937	0.171722	0.235895	0.1513833	0.295752	0.2069563	0.107882	0.02639341	0.3034741
CD248	0.280828	0.326078	0.475596	0.440594	0.4589	0.536794	0.327436	0.333744	0.216017
CD27	0.840703	0.434282	0.593678	0.349021	0.403155	0.592435	0.503967	0.738997	0.726609
CD27-AS1	1.0972	1.38547	1.57487	1.39233	1.40869	1.32493	1.32953	1.42718	1.50891
CD274	18.864903	16.156004	15.397162	18.37608	16.542711	17.337221	12.14891	13.109822	14.18527
CD276	0	0.0143893	0	0	0	0	0.0252886	0.0246773	0
CD28	0.20986800534809	0.2420400427734	0.1844770839773	0.2700320366028	0.2493700458803	0.2658600645649	0.1930210329657	0.2401740623426	0.1784860321859
CD2AP	19.307	15.5214	14.6774	15.2094	13.5814	14.9655	11.7945	12.8521	14.0519
CD2BP2	9.524968	9.855871	10.189412	9.500917	9.088061	9.343452	7.771384	8.300932	8.588829
CD300A	0	0	0	0	0	0	0	0	0
CD300C	0	0	0.0457236	0	0.0858239	0.0440477	0.16074	0.365174	0.242204
CD300E	0.603399	1.93821	1.43757	1.5313	1.64806	1.7396	1.13302	1.50823	1.55279
CD300LB	0.0225372	0	0.0152728	0	0	0	0.0613415	0.0562724	0.0539506
CD300LD	0	0	0	0	0	0.0652387	0	0.0834935	0
CD300LF	0	0	0	0	0.0255196	0	0.0204842	0	0
CD300LG	0.470379	0.612215	0.579864	0.355819	0.4425036	0.691191	0.451722	0.428287	0.361195
CD302	1.826415	2.512372	2.477459	1.447136	2.255323	2.00702700249158	1.448105	1.677474017	1.193709
CD320	27.52427	23.26994	23.55914	17.15348	15.63642	15.971573	9.740043	9.606706	10.807782
CD33	0	0.0395097	0.0344857	0.0704211	0.0863211	0.0340229	0.0355	0.0424301	0.0623439
CD34	0	0.0151595	0.013267	0	0.016594	0.0255658	0	0	0.0234344
CD36	72.69945	59.24418	56.05269	35.85453	32.128486	29.81067	19.66938	19.6888	22.35636
CD37	659.3078	522.3608	524.34	580.7518	560.202	612.7028	519.6103	585.708	652.1166
CD38	0.216617	0.364733	0.220643	0.276382	0.337483	0.2834	0.418642	0.301256	0.432853
CD3D	0	0	0.0731082	0	0	0.108563	0	0	0.257632
CD3E	0	0	0	0	0	0	0	0	0
CD3EAP	8.65435	10.5317	11.5394	8.12711	7.23009	7.98371	4.37857	5.02936	4.51231
CD3G	1.09947	1.26056	1.21355	1.22594	1.04621	1.34285	1.44797	1.49494	1.55935
CD4	0.42319	0.351444	0.31957309428	0.419023	0.350348	0.3391777	0.276573	0.3308873	0.5450670483977
CD40	41.28054	32.88498	32.18191	31.42039	28.77011	27.54677	21.39341	24.53816	25.98454
CD40LG	0.232303	0.134048	0.0396439	0.224103	0.123154	0.0568761	0.118961	0.219449	0.139324
CD44	212.9857256	168.316503	164.574908	150.052464	137.9879321	141.807456	114.515765	130.37098	136.43763
CD46	23.197979	18.2813954	18.0469788	17.306748	15.654952	16.075601	14.615710138	16.258293	16.881875811
CD47	33.40261	27.47973	25.69269	22.59648	20.93197	21.50317	17.36813	18.56636	18.84548
CD48	53.0589	42.41307	43.18832	48.25654	45.83402	47.83251	37.52915	41.91378	43.74949
CD5	8.73343	7.52357	7.02123	5.07215	5.12449	5.13159	3.03334	3.61656	4.22402
CD52	1.93674	1.65237	1.71519	2.54529	1.67468	1.74214	1.82383	2.46666	2.5173
CD53	127.3164	103.9926	99.7855	100.8429	89.11154	90.02287	67.1273	72.18555	76.725960229
CD55	6.604143	5.280136	5.056081	5.895353	5.609273	5.436185	5.123307	4.95987	5.360996
CD58	17.898381	14.04076	14.23227	12.400513	11.510986	12.143304	11.660177	12.495463	11.98602
CD59	5.3521678	4.44275488	4.17236	4.130897	3.928683	3.86793622657083	3.317954	3.572301	3.489345
CD5L	0.138929	0.0896865	0.17262	0.176969	0.176673	0.241912	0.173331	0.173464	0.194016
CD6	0.21521691267	0.21395	0.289158	0.22156045928	0.234255	0.180488	0.146256	0.1296628	0.110301
CD63	38.779246	35.682108	40.291475	31.056339	27.639564	28.791561	17.529758	20.313087	20.03074
CD68	10.50851	9.593146	9.984397	7.95888	7.22383	8.547726	5.45231	6.153369	6.74487
CD69	5.89732	4.1596	3.6362	4.21495	4.14601	4.49794	2.54996	2.69633	2.24158
CD7	0	0	0	0	0.0363919	0	0.146049	0.107207	0.205293
CD70	51.536	44.5088	41.2672	54.9943	58.1047	60.6559	49.477	51.0858	52.1916
CD72	30.8496	28.726	28.889	36.0409	34.8863	36.9781	23.587	23.8863	26.9776
