# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "H3K4me3.consensus_peaks.saf" "-s" "0" "-o" "H3K4me3.consensus_peaks.featureCounts.txt" "JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam" "JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam	JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam	DMSO_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam	DMSO_H3K4me3_REP2.mLb.clN.sorted.bam
Interval_3260	chr11	61160352	61162538	+	2187	716	773	718	824	601	734
Interval_3261	chr11	61167269	61167548	+	280	6	11	13	8	13	7
Interval_3262	chr11	61293738	61295774	+	2037	540	543	820	590	708	471
Interval_3263	chr11	61331771	61334181	+	2411	1503	1507	1509	1694	1296	1494
Interval_3264	chr11	61359695	61363728	+	4034	1598	1616	1654	1831	1327	1504
Interval_3265	chr11	61391716	61393405	+	1690	448	438	616	485	520	396
Interval_3266	chr11	61428827	61431352	+	2526	1036	1075	1060	1168	879	1041
Interval_3267	chr11	61498695	61499125	+	431	11	17	35	19	19	17
Interval_3268	chr11	61580383	61581880	+	1498	158	184	187	187	143	159
Interval_3269	chr11	61752562	61753010	+	449	8	17	46	15	33	11
Interval_3270	chr11	61777624	61777895	+	272	10	4	13	7	11	4
Interval_3271	chr11	61791626	61794287	+	2662	1565	1552	1633	1777	1367	1407
Interval_3272	chr11	61814817	61817495	+	2679	1018	1079	1182	1189	993	970
Interval_3273	chr11	61826834	61830799	+	3966	1186	1270	1064	1327	874	1187
Interval_3274	chr11	61871279	61871613	+	335	8	7	31	6	16	10
Interval_3275	chr11	61879142	61881015	+	1874	457	465	520	532	435	443
Interval_3276	chr11	61890406	61892445	+	2040	720	760	802	783	652	703
Interval_3277	chr11	61917339	61917715	+	377	10	10	20	8	20	7
Interval_3278	chr11	61965765	61968747	+	2983	1189	1280	1411	1436	1171	1123
Interval_3279	chr11	62123626	62125882	+	2257	1160	1174	1165	1312	976	1126
Interval_3280	chr11	62443951	62445151	+	1201	138	159	187	174	126	127
Interval_3281	chr11	62499410	62500336	+	927	71	85	15	89	6	63
Interval_3282	chr11	62540963	62541356	+	394	15	13	16	20	19	19
Interval_3283	chr11	62545010	62546792	+	1783	129	122	107	147	87	110
Interval_3284	chr11	62572422	62575376	+	2955	1455	1399	1429	1532	1191	1299
Interval_3285	chr11	62590518	62592467	+	1950	725	761	758	844	631	656
Interval_3286	chr11	62599721	62602171	+	2451	1508	1485	1549	1579	1267	1390
Interval_3287	chr11	62610882	62613424	+	2543	878	914	862	1004	737	847
Interval_3288	chr11	62620810	62622394	+	1585	609	602	620	677	469	500
Interval_3289	chr11	62645492	62647108	+	1617	939	977	959	1077	815	895
Interval_3290	chr11	62652316	62654218	+	1903	832	845	807	954	668	825
Interval_3291	chr11	62664107	62667263	+	3157	1660	1677	1701	1806	1412	1489
Interval_3292	chr11	62670552	62673051	+	2500	1279	1264	1275	1429	1135	1256
Interval_3293	chr11	62677929	62679895	+	1967	782	803	762	806	667	730
Interval_3294	chr11	62705446	62707720	+	2275	539	554	605	631	408	491
Interval_3295	chr11	62708475	62710255	+	1781	379	421	327	504	260	359
Interval_3296	chr11	62724692	62730308	+	5617	2907	3017	2909	3298	2560	2756
Interval_3297	chr11	62753318	62754936	+	1619	458	514	482	549	375	441
Interval_3298	chr11	62761047	62762524	+	1478	688	660	681	760	576	646
Interval_3299	chr11	62770562	62772858	+	2297	588	578	670	696	532	588
Interval_3300	chr11	62786211	62788299	+	2089	1492	1482	1482	1576	1301	1431
Interval_3301	chr11	62790714	62792604	+	1891	707	754	721	782	631	700
Interval_3302	chr11	62804223	62806602	+	2380	1078	1129	1111	1141	935	1019
Interval_3303	chr11	62830667	62832916	+	2250	818	905	782	961	688	799
Interval_3304	chr11	62838330	62841331	+	3002	1311	1339	1363	1480	1237	1272
Interval_3305	chr11	62841903	62842848	+	946	161	149	180	167	132	119
Interval_3306	chr11	62853645	62858753	+	5109	2438	2410	2527	2730	2132	2166
Interval_3307	chr11	62880233	62883352	+	3120	941	941	1366	1050	1127	930
Interval_3308	chr11	62922917	62924296	+	1380	138	158	132	187	116	133
Interval_3309	chr11	63536672	63537212	+	541	34	39	59	46	44	36
Interval_3310	chr11	63613114	63615015	+	1902	473	491	608	534	516	454
Interval_3311	chr11	63670291	63671944	+	1654	542	603	679	643	529	561
Interval_3312	chr11	63680887	63683571	+	2685	1059	1009	1171	1190	952	1015
Interval_3313	chr11	63767449	63770096	+	2648	965	1014	1092	1118	960	920
Interval_3314	chr11	63812734	63815030	+	2297	996	945	1073	1092	978	949
Interval_3315	chr11	63838100	63841568	+	3469	1356	1394	1278	1494	1076	1288
Interval_3316	chr11	63888331	63889052	+	722	93	81	56	88	48	72
Interval_3317	chr11	63915801	63918432	+	2632	500	527	443	540	363	432
Interval_3318	chr11	63919348	63920093	+	746	65	67	69	70	44	48
Interval_3319	chr11	63937831	63940623	+	2793	810	849	894	967	760	774
Interval_3320	chr11	63974000	63976360	+	2361	931	986	917	1080	817	906
Interval_3321	chr11	63985486	63987482	+	1997	1219	1245	1202	1354	1065	1178
Interval_3322	chr11	63999041	63999415	+	375	9	12	15	13	11	7
Interval_3323	chr11	64000573	64000992	+	420	17	13	41	13	37	16
Interval_3324	chr11	64060472	64061553	+	1082	75	72	109	65	118	48
Interval_3325	chr11	64165173	64167050	+	1878	437	435	599	511	471	392
Interval_3326	chr11	64184548	64187663	+	3116	1296	1332	1399	1393	1163	1199
Interval_3327	chr11	64206113	64208581	+	2469	569	645	836	663	697	547
Interval_3328	chr11	64225178	64227769	+	2592	1414	1474	1318	1528	1160	1274
Interval_3329	chr11	64229771	64231338	+	1568	574	587	606	645	479	535
Interval_3330	chr11	64233756	64236026	+	2271	614	671	516	691	429	623
Interval_3331	chr11	64239714	64242813	+	3100	1172	1227	1267	1403	1107	1193
Interval_3332	chr11	64245065	64248163	+	3099	1260	1286	1347	1381	1178	1229
Interval_3333	chr11	64250765	64252678	+	1914	641	633	611	715	539	579
Interval_3334	chr11	64268562	64271065	+	2504	1406	1424	1514	1648	1252	1346
Interval_3335	chr11	64271258	64272235	+	978	301	323	276	358	230	321
Interval_3336	chr11	64283825	64286625	+	2801	1217	1251	1353	1421	1157	1160
Interval_3337	chr11	64292021	64292257	+	237	0	0	1	3	10	2
Interval_3338	chr11	64300616	64301090	+	475	16	18	28	24	14	8
Interval_3339	chr11	64304021	64307431	+	3411	1378	1434	1513	1667	1284	1357
Interval_3340	chr11	64316486	64319394	+	2909	1260	1273	1365	1434	1189	1221
Interval_3341	chr11	64339434	64342756	+	3323	706	728	705	755	528	655
Interval_3342	chr11	64358425	64360321	+	1897	602	647	644	664	580	630
Interval_3343	chr11	64525519	64525962	+	444	8	15	18	16	16	7
Interval_3344	chr11	64526697	64527861	+	1165	48	51	62	56	40	35
Interval_3345	chr11	64688503	64688997	+	495	54	62	66	69	52	48
Interval_3346	chr11	64723134	64723945	+	812	253	284	292	282	239	258
Interval_3347	chr11	64742101	64746400	+	4300	900	908	1282	970	1021	822
Interval_3348	chr11	64776855	64780135	+	3281	931	1061	1021	1102	860	968
Interval_3349	chr11	64801538	64804095	+	2558	648	731	782	731	603	582
Interval_3350	chr11	64809484	64811112	+	1629	569	605	627	660	557	500
Interval_3351	chr11	64843316	64845445	+	2130	714	743	686	822	530	703
Interval_3352	chr11	64859833	64860159	+	327	16	17	17	15	12	15
Interval_3353	chr11	64863331	64863816	+	486	21	22	28	13	22	14
Interval_3354	chr11	64864235	64865666	+	1432	108	98	93	77	73	61
Interval_3355	chr11	64870629	64871370	+	742	46	48	46	58	33	44
Interval_3356	chr11	64871684	64872052	+	369	24	26	10	24	14	17
Interval_3357	chr11	64873100	64873735	+	636	46	52	30	50	19	36
Interval_3358	chr11	64874377	64880094	+	5718	2890	3049	2660	3271	2335	2735
Interval_3359	chr11	64880326	64880919	+	594	30	35	35	28	26	21
Interval_3360	chr11	64887596	64888508	+	913	42	60	93	72	53	57
Interval_3361	chr11	64915889	64918316	+	2428	936	992	972	1027	810	907
Interval_3362	chr11	64924108	64925585	+	1478	428	474	481	454	390	396
Interval_3363	chr11	64971642	64972440	+	799	28	26	55	29	39	17
Interval_3364	chr11	65013486	65015273	+	1788	884	890	945	1059	790	908
Interval_3365	chr11	65027073	65028532	+	1460	155	165	231	186	199	185
Interval_3366	chr11	65040492	65042445	+	1954	1006	1015	1040	1119	961	958
Interval_3367	chr11	65082723	65085227	+	2505	1345	1342	1332	1534	1174	1306
Interval_3368	chr11	65095750	65097353	+	1604	430	491	454	521	370	435
Interval_3369	chr11	65111492	65113661	+	2170	922	937	799	1012	656	855
Interval_3370	chr11	65116402	65117824	+	1423	632	617	608	695	514	572
Interval_3371	chr11	65121021	65123236	+	2216	1376	1392	1428	1495	1210	1294
Interval_3372	chr11	65131155	65135971	+	4817	2647	2726	2645	3009	2206	2445
Interval_3373	chr11	65180646	65182978	+	2333	868	907	912	985	760	840
Interval_3374	chr11	65225459	65226140	+	682	51	65	84	65	76	43
Interval_3375	chr11	65261061	65263223	+	2163	1124	1194	1258	1343	1051	1079
Interval_3376	chr11	65314440	65315995	+	1556	496	521	595	570	488	459
Interval_3377	chr11	65333386	65335321	+	1936	873	925	883	1006	806	919
Interval_3378	chr11	65354237	65355822	+	1586	402	388	460	431	414	412
Interval_3379	chr11	65381707	65383329	+	1623	432	451	383	458	305	369
Interval_3380	chr11	65386147	65387652	+	1506	808	776	843	870	732	779
Interval_3381	chr11	65416409	65419998	+	3590	491	534	420	516	323	429
Interval_3382	chr11	65420909	65428772	+	7864	2864	3005	3352	3326	2723	2716
Interval_3383	chr11	65429811	65430388	+	578	33	28	22	20	24	20
Interval_3384	chr11	65444531	65444813	+	283	6	4	17	5	5	4
Interval_3385	chr11	65454304	65457802	+	3499	1078	1163	1089	1197	837	1018
Interval_3386	chr11	65476493	65478215	+	1723	715	756	866	878	753	734
Interval_3387	chr11	65488111	65488665	+	555	33	30	31	43	34	42
Interval_3388	chr11	65497006	65505673	+	8668	2442	2714	2792	2965	2216	2321
Interval_3389	chr11	65524461	65524813	+	353	23	27	29	33	21	30
Interval_3390	chr11	65525034	65526219	+	1186	622	679	590	672	508	606
Interval_3391	chr11	65539482	65541432	+	1951	645	729	749	773	687	627
Interval_3392	chr11	65546068	65548001	+	1934	179	203	196	234	164	166
Interval_3393	chr11	65550995	65551605	+	611	32	30	40	46	35	29
Interval_3394	chr11	65558114	65558902	+	789	31	34	50	32	47	31
Interval_3395	chr11	65568912	65576786	+	7875	2115	2283	2313	2433	1891	2049
Interval_3396	chr11	65613041	65617729	+	4689	1960	1981	2067	2196	1795	1833
Interval_3397	chr11	65637739	65639362	+	1624	630	668	507	729	453	621
Interval_3398	chr11	65639842	65641496	+	1655	165	168	174	176	137	138
Interval_3399	chr11	65652218	65653523	+	1306	225	247	282	282	224	195
Interval_3400	chr11	65661638	65664185	+	2548	1361	1503	1351	1603	1167	1331
Interval_3401	chr11	65711338	65713196	+	1859	571	630	728	687	605	640
Interval_3402	chr11	65719163	65720955	+	1793	955	1008	1029	1143	869	883
Interval_3403	chr11	65779702	65781854	+	2153	885	918	900	971	781	880
Interval_3404	chr11	65817503	65818515	+	1013	185	174	181	192	162	170
Interval_3405	chr11	65856342	65861840	+	5499	3479	3564	3787	3826	3254	3322
Interval_3406	chr11	65872687	65874141	+	1455	254	257	245	258	206	226
Interval_3407	chr11	65887576	65889460	+	1885	941	939	992	1065	846	883
Interval_3408	chr11	65890082	65893144	+	3063	1340	1306	1208	1401	1002	1211
Interval_3409	chr11	65893146	65894403	+	1258	98	124	107	127	100	103
Interval_3410	chr11	65899044	65900947	+	1904	174	164	326	179	228	109
Interval_3411	chr11	65917889	65920651	+	2763	990	1064	1032	1171	868	1004
Interval_3412	chr11	65960955	65963005	+	2051	974	994	1018	1106	897	920
Interval_3413	chr11	66000937	66003672	+	2736	1487	1483	1459	1648	1263	1371
Interval_3414	chr11	66051479	66053626	+	2148	1186	1178	1203	1256	1004	1113
Interval_3415	chr11	66069251	66072666	+	3416	1317	1312	1226	1418	1010	1305
Interval_3416	chr11	66100539	66101869	+	1331	93	98	97	88	61	71
Interval_3417	chr11	66126851	66128102	+	1252	66	88	69	91	61	62
Interval_3418	chr11	66256545	66259006	+	2462	1410	1459	1487	1622	1324	1333
Interval_3419	chr11	66267190	66269938	+	2749	982	1004	943	1125	814	918
Interval_3420	chr11	66277676	66278803	+	1128	82	81	97	90	104	94
Interval_3421	chr11	66288032	66290281	+	2250	1066	1082	1092	1202	899	1002
Interval_3422	chr11	66311741	66313534	+	1794	308	334	346	354	285	301
Interval_3423	chr11	66344230	66345664	+	1435	697	762	755	773	645	648
Interval_3424	chr11	66346206	66348681	+	2476	1019	996	944	1150	818	959
Interval_3425	chr11	66369975	66372987	+	3013	1157	1184	1112	1323	1006	1080
Interval_3426	chr11	66408584	66409214	+	631	47	69	95	69	78	46
Interval_3427	chr11	66437922	66439160	+	1239	688	698	771	781	626	674
Interval_3428	chr11	66457947	66458696	+	750	17	15	50	13	30	11
Interval_3429	chr11	66465830	66468003	+	2174	544	539	618	644	529	579
Interval_3430	chr11	66479182	66481270	+	2089	1071	1133	1135	1270	903	999
Interval_3431	chr11	66510325	66511450	+	1126	438	434	430	496	374	370
Interval_3432	chr11	66544183	66544495	+	313	17	21	12	12	8	12
Interval_3433	chr11	66545141	66547067	+	1927	886	853	928	957	739	821
Interval_3434	chr11	66567827	66568974	+	1148	189	198	332	214	246	182
Interval_3435	chr11	66592261	66594114	+	1854	663	660	625	756	542	612
Interval_3436	chr11	66615612	66619497	+	3886	2153	2165	2298	2366	2003	1977
Interval_3437	chr11	66637785	66641675	+	3891	924	972	943	1094	760	865
Interval_3438	chr11	66676209	66678735	+	2527	498	504	586	619	466	541
Interval_3439	chr11	66726615	66729273	+	2659	714	733	817	840	638	610
Interval_3440	chr11	66743878	66746011	+	2134	850	909	897	1002	744	908
Interval_3441	chr11	66841918	66844551	+	2634	1654	1771	1677	1917	1459	1590
Interval_3442	chr11	66855668	66857731	+	2064	530	527	686	553	592	461
Interval_3443	chr11	66868848	66869398	+	551	32	24	30	28	15	39
Interval_3444	chr11	67006425	67006873	+	449	8	9	23	16	19	15
Interval_3445	chr11	67056426	67057079	+	654	7	14	30	12	42	13
Interval_3446	chr11	67081870	67082106	+	237	8	4	17	4	5	4
Interval_3447	chr11	67117690	67118843	+	1154	364	334	433	361	340	322
Interval_3448	chr11	67119135	67121960	+	2826	1404	1508	1395	1593	1163	1259
Interval_3449	chr11	67239443	67242064	+	2622	1069	1037	1221	1170	955	981
Interval_3450	chr11	67266122	67271209	+	5088	1466	1446	1390	1611	1148	1335
Interval_3451	chr11	67276887	67278217	+	1331	185	186	133	219	103	163
Interval_3452	chr11	67287857	67290388	+	2532	925	946	926	1063	793	925
Interval_3453	chr11	67316831	67318783	+	1953	973	968	1054	1049	881	937
Interval_3454	chr11	67351715	67354263	+	2549	904	973	853	1042	725	889
Interval_3455	chr11	67356381	67356937	+	557	47	53	26	49	26	35
Interval_3456	chr11	67372542	67374225	+	1684	222	226	301	210	279	206
Interval_3457	chr11	67390934	67392992	+	2059	921	948	1026	1097	882	907
Interval_3458	chr11	67400330	67402412	+	2083	985	994	939	1089	788	946
Interval_3459	chr11	67403140	67405617	+	2478	543	603	369	631	287	499
Interval_3460	chr11	67406961	67407204	+	244	6	15	4	3	4	3
Interval_3461	chr11	67409139	67409617	+	479	12	18	32	15	17	9
Interval_3462	chr11	67415274	67415709	+	436	22	21	25	16	19	19
Interval_3463	chr11	67420482	67421581	+	1100	186	194	226	196	220	187
Interval_3464	chr11	67427491	67429676	+	2186	1135	1189	1177	1311	984	1080
Interval_3465	chr11	67435068	67439859	+	4792	1404	1375	1220	1445	980	1216
Interval_3466	chr11	67442481	67445427	+	2947	457	454	428	511	298	411
Interval_3467	chr11	67459431	67460435	+	1005	31	42	44	38	42	35
Interval_3468	chr11	67464212	67465756	+	1545	392	422	412	460	349	353
Interval_3469	chr11	67467110	67469832	+	2723	871	956	684	997	574	830
Interval_3470	chr11	67482221	67485366	+	3146	733	778	709	820	508	647
Interval_3471	chr11	67503845	67506138	+	2294	794	805	919	882	757	697
Interval_3472	chr11	67506354	67509236	+	2883	1410	1504	1270	1616	1113	1349
Interval_3473	chr11	67582879	67585652	+	2774	1122	1079	1189	1227	943	1018
Interval_3474	chr11	67606188	67607955	+	1768	1011	985	933	1070	832	920
Interval_3475	chr11	67614047	67614764	+	718	56	55	64	82	56	45
Interval_3476	chr11	67629160	67631307	+	2148	610	666	702	671	590	640
Interval_3477	chr11	67650264	67651304	+	1041	164	155	207	189	174	149
Interval_3478	chr11	67804586	67806513	+	1928	464	444	527	519	461	399
Interval_3479	chr11	67955484	67955811	+	328	12	9	46	17	18	15
Interval_3480	chr11	67996859	67997161	+	303	16	24	18	19	11	21
Interval_3481	chr11	68002485	68004770	+	2286	440	480	455	540	354	431
Interval_3482	chr11	68008540	68009163	+	624	25	32	38	12	27	25
Interval_3483	chr11	68029517	68031857	+	2341	1000	1044	1005	1096	874	938
Interval_3484	chr11	68038457	68041444	+	2988	1126	1197	1030	1343	837	1049
Interval_3485	chr11	68099603	68099929	+	327	9	7	15	12	11	8
Interval_3486	chr11	68119507	68122351	+	2845	810	777	860	863	753	712
Interval_3487	chr11	68212227	68215328	+	3102	945	1019	1121	1083	960	986
Interval_3488	chr11	68270668	68273584	+	2917	1161	1201	1124	1323	969	1120
Interval_3489	chr11	68312089	68313579	+	1491	73	62	273	89	231	77
Interval_3490	chr11	68459623	68462996	+	3374	1321	1303	1202	1420	1029	1269
Interval_3491	chr11	68751175	68752036	+	862	83	84	92	93	70	102
Interval_3492	chr11	68838560	68844369	+	5810	1541	1702	1652	1754	1384	1571
Interval_3493	chr11	68902841	68905337	+	2497	1569	1602	1552	1844	1418	1471
Interval_3494	chr11	69010789	69011048	+	260	3	8	7	14	12	6
Interval_3495	chr11	69048457	69050378	+	1922	990	988	882	1095	795	978
Interval_3496	chr11	69051310	69053497	+	2188	266	259	174	280	150	218
Interval_3497	chr11	69055820	69056223	+	404	13	22	25	19	20	17
Interval_3498	chr11	69234814	69235092	+	279	2	0	12	2	7	4
Interval_3499	chr11	69642025	69643608	+	1584	107	121	200	151	155	123
Interval_3500	chr11	69674274	69675638	+	1365	526	505	519	594	420	462
Interval_3501	chr11	70202791	70204699	+	1909	1139	1125	1108	1190	977	1067
Interval_3502	chr11	70269698	70271765	+	2068	1288	1326	1248	1361	1083	1182
Interval_3503	chr11	70364744	70365392	+	649	13	18	29	19	31	22
Interval_3504	chr11	70397207	70399384	+	2178	506	559	755	619	688	516
Interval_3505	chr11	70436922	70437503	+	582	19	18	31	19	19	20
Interval_3506	chr11	71447072	71450096	+	3025	1552	1584	1452	1679	1269	1458
Interval_3507	chr11	71451815	71454263	+	2449	916	1000	1039	1075	837	912
Interval_3508	chr11	71786264	71788214	+	1951	492	540	593	579	544	508
Interval_3509	chr11	71813233	71814026	+	794	150	125	172	177	151	129
Interval_3510	chr11	71927299	71930554	+	3256	1509	1634	1674	1737	1473	1492
Interval_3511	chr11	72037719	72042661	+	4943	1222	1407	1313	1441	1068	1161
Interval_3512	chr11	72078614	72081634	+	3021	1038	1056	1078	1234	901	1001
Interval_3513	chr11	72102000	72103816	+	1817	853	851	863	957	704	772
Interval_3514	chr11	72111566	72113415	+	1850	612	591	612	699	510	557
Interval_3515	chr11	72221457	72221837	+	381	24	21	22	16	17	19
Interval_3516	chr11	72222427	72226032	+	3606	1517	1650	1642	1778	1407	1479
Interval_3517	chr11	72433612	72434783	+	1172	689	724	739	750	628	685
Interval_3518	chr11	72642097	72643518	+	1422	87	90	169	82	125	79
Interval_3519	chr11	72720803	72722880	+	2078	548	561	353	633	263	479
Interval_3520	chr11	72751290	72753106	+	1817	703	692	737	760	600	668
Interval_3521	chr11	72780995	72782228	+	1234	136	159	181	157	154	127
Interval_3522	chr11	72793349	72794772	+	1424	351	382	421	458	308	366
Interval_3523	chr11	72812523	72816567	+	4045	2373	2401	2506	2635	2123	2275
Interval_3524	chr11	72821365	72823139	+	1775	336	358	302	364	266	291
Interval_3525	chr11	73139702	73143579	+	3878	2126	2223	2249	2368	1958	2049
Interval_3526	chr11	73185023	73185347	+	325	7	6	17	9	10	8
Interval_3527	chr11	73217991	73218793	+	803	54	62	126	62	101	40
Interval_3528	chr11	73307097	73309017	+	1921	340	353	510	418	484	362
Interval_3529	chr11	73361828	73362650	+	823	43	51	63	44	49	49
Interval_3530	chr11	73375910	73377937	+	2028	1160	1202	1275	1259	1101	1124
Interval_3531	chr11	73597016	73599296	+	2281	997	942	1089	1080	890	998
Interval_3532	chr11	73647081	73648154	+	1074	97	99	99	103	74	96
Interval_3533	chr11	73660671	73661686	+	1016	106	123	199	127	174	116
Interval_3534	chr11	73759059	73761783	+	2725	1481	1504	1539	1601	1302	1476
Interval_3535	chr11	73778987	73780150	+	1164	226	200	251	245	196	185
Interval_3536	chr11	73787082	73789230	+	2149	723	768	865	811	675	701
Interval_3537	chr11	73875272	73877943	+	2672	1288	1298	1397	1411	1173	1218
Interval_3538	chr11	73957111	73958125	+	1015	43	50	76	50	64	29
Interval_3539	chr11	73979762	73980118	+	357	15	20	10	14	10	13
Interval_3540	chr11	73980336	73984477	+	4142	2170	2208	2161	2382	1771	1998
Interval_3541	chr11	74169649	74172718	+	3070	1362	1412	1467	1604	1194	1269
Interval_3542	chr11	74311149	74311688	+	540	34	24	49	30	45	24
Interval_3543	chr11	74397500	74399398	+	1899	671	672	884	760	774	630
Interval_3544	chr11	74492632	74494390	+	1759	719	744	820	786	730	704
Interval_3545	chr11	74592224	74594014	+	1791	932	936	1052	1058	890	921
Interval_3546	chr11	74683081	74683795	+	715	21	26	68	23	53	20
Interval_3547	chr11	74748273	74750402	+	2130	946	950	925	1020	779	809
Interval_3548	chr11	74948207	74951143	+	2937	1319	1344	1402	1534	1156	1220
Interval_3549	chr11	74988099	74990397	+	2299	693	754	779	837	668	654
Interval_3550	chr11	75241782	75242236	+	455	18	29	20	30	25	20
Interval_3551	chr11	75399141	75401739	+	2599	1339	1383	1468	1517	1222	1234
Interval_3552	chr11	75524877	75526830	+	1954	472	484	655	460	546	450
Interval_3553	chr11	75554368	75555418	+	1051	9	11	63	11	40	13
Interval_3554	chr11	75561644	75563221	+	1578	105	131	539	175	454	136
Interval_3555	chr11	75583059	75583914	+	856	13	9	67	15	58	18
Interval_3556	chr11	75668696	75669036	+	341	3	3	13	5	8	4
Interval_3557	chr11	75768066	75770002	+	1937	563	602	662	606	561	485
Interval_3558	chr11	75814134	75817804	+	3671	2036	2115	2026	2348	1791	1936
Interval_3559	chr11	75824430	75825371	+	942	43	48	49	51	29	44
Interval_3560	chr11	76205922	76209865	+	3944	514	569	1042	634	877	507
